Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations,Status
1076@customer-leads.com,created account ,No,No,Swe,9989,Yes,Yes,Yes,Japan,Blog - Redshift - Generic,Early Exploration,google_analytics ,ms_sql,Not Interested
1077@customer-leads.com,contact us,No,Yes,Ceo,8838,Yes,Yes,Yes,Us,Blog - Redshift - Generic,This Quarter,"aurora,s3","bigquery,s3",May Consider
1078@customer-leads.com,request quote,No,Yes,Product manager,8919,No,No,No,Denmark,Blog - Generic,In A Month,"aurora,s3","snowflake,rds,ms_sql",May Consider
1079@customer-leads.com,created account ,No,Yes,Swe,8774,No,No,Yes,Japan,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau",redshift,May Consider
1080@customer-leads.com,request demo ,No,Yes,Ceo,4428,No,No,No,Us,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset",ms_sql,May Consider
1081@customer-leads.com,created account ,No,No,Cto,9756,Yes,Yes,Yes,Us,Ads - ETL Tools,Immediately,"python,chartio,superset",ms_sql,Not Interested
1082@customer-leads.com,contact us,No,Yes,Ceo,4852,No,No,No,India,Ads - ETL Tools,Immediately,"python,chartio,superset","bigquery,s3",May Consider
1083@customer-leads.com,request demo ,No,Yes,Business analyst ,9933,Yes,Yes,No,Us,Blog - Redshift - Generic,Immediately,"aurora,s3","snowflake,rds,ms_sql",May Consider
1084@customer-leads.com,created account ,No,Yes,Tech lead,5630,Yes,Yes,Yes,Denmark,Direct - Home,In A Month,"aurora,s3","bigquery,s3",May Consider
1085@customer-leads.com,request quote,No,Yes,Tech lead,5925,Yes,No,No,Japan,Blog - Redshift - Generic,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
1086@customer-leads.com,created account ,Yes,Yes,Business analyst ,2240,Yes,No,No,Germany,Direct - Home,In A Month,"aurora,s3","postgres,s3,ms_sql",Interested
1087@customer-leads.com,created account ,No,Yes,Cto,3473,No,Yes,No,Us,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1088@customer-leads.com,request demo ,No,Yes,Swe,8317,Yes,No,Yes,China,Ads - ETL Tools,Early Exploration,"python,chartio,superset",redshift,May Consider
1089@customer-leads.com,created account ,Yes,No,Business analyst ,8917,No,Yes,Yes,Japan,Blog - Redshift - Generic,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1090@customer-leads.com,request quote,No,Yes,Business analyst ,9990,No,No,Yes,Us,Ads - ETL Tools,Immediately,"redshift,s3,tableau","bigquery,s3",May Consider
1091@customer-leads.com,request demo ,No,No,Cto,1870,No,No,No,Germany,Direct - Home,Early Exploration,google_analytics ,"postgres,s3,ms_sql",Not Interested
1092@customer-leads.com,request demo ,No,Yes,Swe,1609,Yes,Yes,No,Denmark,Blog - Redshift - Generic,Immediately,google_analytics ,redshift,May Consider
1093@customer-leads.com,request demo ,No,No,Business analyst ,4457,No,No,Yes,China,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau",ms_sql,Not Interested
1094@customer-leads.com,created account ,No,No,Business analyst ,6146,No,No,Yes,Japan,Blog - Generic,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1095@customer-leads.com,request quote,Yes,Yes,Swe,9902,Yes,Yes,Yes,Germany,Blog - Generic,Early Exploration,google_analytics ,ms_sql,Interested
1096@customer-leads.com,contact us,Yes,Yes,Ceo,3952,No,No,Yes,Germany,Blog - Generic,Early Exploration,"redshift,s3,tableau",redshift,Interested
1097@customer-leads.com,request quote,No,No,Product manager,4644,No,Yes,No,Denmark,Ads - ETL Tools,This Quarter,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
1098@customer-leads.com,created account ,No,No,Ceo,3790,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau","bigquery,s3",Not Interested
1099@customer-leads.com,created account ,No,No,Ceo,2030,No,Yes,No,Us,Blog - Generic,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
1100@customer-leads.com,request quote,No,No,Business analyst ,1133,No,No,Yes,Germany,Blog - Redshift - X to Y,This Quarter,google_analytics ,"bigquery,s3",Not Interested
1101@customer-leads.com,request demo ,Yes,Yes,Ceo,4771,Yes,Yes,Yes,Germany,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","bigquery,s3",Interested
1102@customer-leads.com,request demo ,No,Yes,Swe,7683,Yes,No,No,Denmark,Ads - ETL Tools,Early Exploration,"mysql,ms_sql","bigquery,s3",May Consider
1103@customer-leads.com,request demo ,No,Yes,Cto,8779,Yes,Yes,No,Denmark,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","bigquery,s3",May Consider
1104@customer-leads.com,request quote,Yes,Yes,Product manager,4220,No,Yes,Yes,Denmark,Ads - ETL Tools,In A Month,"aurora,s3","postgres,s3,ms_sql",Interested
1105@customer-leads.com,request demo ,No,No,Ceo,2004,No,No,No,China,Ads - ETL Tools,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
1106@customer-leads.com,created account ,Yes,No,Product manager,2321,No,No,No,India,Blog - Redshift - Generic,In A Month,google_analytics ,ms_sql,Not Interested
1107@customer-leads.com,contact us,Yes,Yes,Business analyst ,6914,No,No,Yes,Germany,Blog - Generic,Immediately,"mysql,ms_sql",redshift,Interested
1108@customer-leads.com,request demo ,Yes,Yes,Ceo,7466,Yes,Yes,No,Denmark,Blog - Redshift - X to Y,This Quarter,"aurora,s3","bigquery,s3",Interested
1109@customer-leads.com,request demo ,Yes,No,Business analyst ,6646,No,Yes,No,Us,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
1110@customer-leads.com,request demo ,Yes,Yes,Product manager,4491,No,Yes,Yes,Denmark,Ads - ETL Tools,Immediately,"mysql,ms_sql","bigquery,s3",Interested
1111@customer-leads.com,request demo ,Yes,Yes,Ceo,148,No,Yes,No,Denmark,Direct - Home,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
1112@customer-leads.com,created account ,No,No,Cto,7625,Yes,No,No,Germany,Blog - Generic,Early Exploration,google_analytics ,redshift,Not Interested
1113@customer-leads.com,request quote,Yes,Yes,Business analyst ,4623,Yes,No,Yes,China,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau","bigquery,s3",Interested
1114@customer-leads.com,request quote,Yes,No,Ceo,5387,Yes,Yes,No,Denmark,Blog - Generic,In A Month,google_analytics ,ms_sql,Not Interested
1115@customer-leads.com,created account ,Yes,No,Tech lead,6152,No,Yes,No,Germany,Ads - ETL Tools,In A Month,"redshift,s3,tableau",redshift,Not Interested
1116@customer-leads.com,request quote,Yes,No,Ceo,2983,No,Yes,No,Germany,Direct - Home,Immediately,"python,chartio,superset",ms_sql,Not Interested
1117@customer-leads.com,request quote,No,No,Cto,702,No,No,Yes,Us,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",redshift,Not Interested
1118@customer-leads.com,contact us,Yes,No,Cto,4575,No,No,No,India,Blog - Redshift - X to Y,Immediately,"python,chartio,superset",redshift,Not Interested
1119@customer-leads.com,contact us,No,Yes,Swe,6803,Yes,No,No,Us,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql",ms_sql,May Consider
1120@customer-leads.com,contact us,No,Yes,Business analyst ,7017,Yes,Yes,Yes,China,Direct - Home,This Quarter,"python,chartio,superset",ms_sql,May Consider
1121@customer-leads.com,contact us,Yes,No,Product manager,1714,No,No,Yes,China,Blog - Generic,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Not Interested
1122@customer-leads.com,request demo ,No,Yes,Business analyst ,4026,No,No,No,China,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1123@customer-leads.com,request demo ,Yes,Yes,Ceo,4390,No,No,No,Denmark,Direct - Home,This Quarter,"aurora,s3",ms_sql,Interested
1124@customer-leads.com,created account ,Yes,Yes,Ceo,9550,Yes,No,Yes,Germany,Blog - Redshift - Generic,Immediately,"python,chartio,superset",redshift,Interested
1125@customer-leads.com,request demo ,Yes,Yes,Cto,9137,No,Yes,Yes,China,Blog - Redshift - X to Y,This Quarter,google_analytics ,"bigquery,s3",Interested
1126@customer-leads.com,created account ,Yes,Yes,Ceo,7394,Yes,Yes,Yes,Denmark,Blog - Generic,In A Month,"aurora,s3",ms_sql,Interested
1127@customer-leads.com,created account ,No,No,Tech lead,3266,Yes,Yes,No,Denmark,Direct - Home,This Quarter,"aurora,s3",redshift,Not Interested
1128@customer-leads.com,created account ,No,No,Product manager,2832,Yes,Yes,No,Us,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau",ms_sql,Not Interested
1129@customer-leads.com,contact us,No,Yes,Business analyst ,1044,No,No,Yes,India,Blog - Generic,Early Exploration,"aurora,s3","bigquery,s3",May Consider
1130@customer-leads.com,request quote,No,No,Tech lead,5915,Yes,No,No,Us,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",redshift,Not Interested
1131@customer-leads.com,created account ,No,Yes,Ceo,4853,Yes,Yes,Yes,Germany,Blog - Generic,Early Exploration,"python,chartio,superset",ms_sql,May Consider
1132@customer-leads.com,request demo ,Yes,Yes,Ceo,5393,No,No,No,China,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
1133@customer-leads.com,request quote,Yes,Yes,Swe,4590,No,No,Yes,Denmark,Blog - Redshift - Generic,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Interested
1134@customer-leads.com,created account ,Yes,No,Tech lead,8865,No,No,Yes,Us,Blog - Generic,This Quarter,"aurora,s3","bigquery,s3",Not Interested
1135@customer-leads.com,request demo ,Yes,Yes,Ceo,2591,No,Yes,Yes,India,Direct - Home,Immediately,"mysql,ms_sql","postgres,s3,ms_sql",Interested
1136@customer-leads.com,request demo ,No,No,Cto,4133,No,No,No,Japan,Direct - Home,Immediately,"aurora,s3","bigquery,s3",Not Interested
1137@customer-leads.com,created account ,Yes,Yes,Business analyst ,2218,No,No,Yes,Japan,Ads - ETL Tools,In A Month,"redshift,s3,tableau",ms_sql,Interested
1138@customer-leads.com,contact us,No,Yes,Business analyst ,5898,No,No,Yes,Us,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau",redshift,May Consider
1139@customer-leads.com,request demo ,No,Yes,Tech lead,9592,No,Yes,Yes,China,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","postgres,s3,ms_sql",May Consider
1140@customer-leads.com,request demo ,No,Yes,Cto,7523,No,No,No,Germany,Direct - Home,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1141@customer-leads.com,request quote,No,Yes,Swe,442,Yes,No,No,Denmark,Blog - Redshift - X to Y,Early Exploration,"aurora,s3",ms_sql,May Consider
1142@customer-leads.com,request demo ,No,Yes,Tech lead,3501,Yes,No,No,Us,Blog - Redshift - Generic,Immediately,google_analytics ,"bigquery,s3",May Consider
1143@customer-leads.com,request demo ,No,No,Business analyst ,2806,No,Yes,Yes,Denmark,Ads - ETL Tools,Immediately,"aurora,s3","postgres,s3,ms_sql",Not Interested
1144@customer-leads.com,created account ,Yes,Yes,Business analyst ,1309,Yes,No,No,Us,Blog - Redshift - X to Y,Immediately,"aurora,s3","bigquery,s3",Interested
1145@customer-leads.com,request quote,No,Yes,Business analyst ,9738,Yes,Yes,No,Us,Blog - Generic,This Quarter,"mysql,ms_sql","postgres,s3,ms_sql",May Consider
1146@customer-leads.com,request quote,Yes,Yes,Tech lead,7937,No,Yes,No,Germany,Direct - Home,Immediately,"aurora,s3","snowflake,rds,ms_sql",Interested
1147@customer-leads.com,created account ,Yes,No,Business analyst ,1760,No,Yes,Yes,Japan,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
1148@customer-leads.com,created account ,Yes,No,Product manager,3144,No,No,Yes,Us,Direct - Home,In A Month,google_analytics ,"bigquery,s3",Not Interested
1149@customer-leads.com,request demo ,No,Yes,Business analyst ,3105,Yes,Yes,Yes,India,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql",ms_sql,May Consider
1150@customer-leads.com,created account ,No,Yes,Tech lead,7240,Yes,No,No,China,Blog - Generic,This Quarter,"aurora,s3","bigquery,s3",May Consider
1151@customer-leads.com,created account ,No,Yes,Cto,5955,No,Yes,No,China,Ads - ETL Tools,Immediately,"mysql,ms_sql","postgres,s3,ms_sql",May Consider
1152@customer-leads.com,request demo ,No,Yes,Tech lead,1119,Yes,No,Yes,Denmark,Direct - Home,Immediately,"aurora,s3","postgres,s3,ms_sql",May Consider
1153@customer-leads.com,created account ,Yes,No,Tech lead,2116,No,No,Yes,Us,Ads - ETL Tools,Early Exploration,"python,chartio,superset",ms_sql,Not Interested
1154@customer-leads.com,request demo ,No,Yes,Product manager,1136,Yes,No,Yes,Denmark,Blog - Redshift - Generic,Immediately,"python,chartio,superset","bigquery,s3",May Consider
1155@customer-leads.com,request quote,Yes,Yes,Swe,4584,Yes,Yes,Yes,Japan,Blog - Redshift - X to Y,In A Month,google_analytics ,ms_sql,Interested
1156@customer-leads.com,created account ,Yes,No,Swe,4772,Yes,Yes,Yes,Us,Direct - Home,Immediately,"python,chartio,superset","bigquery,s3",Not Interested
1157@customer-leads.com,created account ,No,No,Product manager,4078,Yes,No,No,China,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau",redshift,Not Interested
1158@customer-leads.com,contact us,Yes,No,Swe,400,No,Yes,Yes,China,Blog - Redshift - X to Y,Immediately,"aurora,s3","bigquery,s3",Not Interested
1159@customer-leads.com,request demo ,Yes,No,Business analyst ,2778,No,Yes,Yes,China,Direct - Home,Early Exploration,"aurora,s3","bigquery,s3",Not Interested
1160@customer-leads.com,created account ,Yes,No,Business analyst ,4813,Yes,Yes,Yes,Us,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau",redshift,Not Interested
1161@customer-leads.com,created account ,No,Yes,Business analyst ,196,Yes,Yes,No,China,Blog - Redshift - Generic,In A Month,google_analytics ,"postgres,s3,ms_sql",May Consider
1162@customer-leads.com,contact us,No,Yes,Tech lead,4287,Yes,Yes,Yes,Germany,Ads - ETL Tools,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
1163@customer-leads.com,contact us,No,Yes,Tech lead,2528,No,Yes,Yes,Japan,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau","bigquery,s3",May Consider
1164@customer-leads.com,request quote,Yes,No,Tech lead,3652,No,Yes,No,Germany,Direct - Home,In A Month,"aurora,s3",ms_sql,Not Interested
1165@customer-leads.com,request demo ,No,No,Product manager,5557,No,No,Yes,Denmark,Ads - ETL Tools,Immediately,"aurora,s3",redshift,Not Interested
1166@customer-leads.com,request demo ,Yes,No,Product manager,3518,Yes,No,Yes,Us,Blog - Redshift - Generic,Immediately,google_analytics ,"bigquery,s3",Not Interested
1167@customer-leads.com,created account ,No,Yes,Ceo,3823,Yes,No,Yes,Germany,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","bigquery,s3",May Consider
1168@customer-leads.com,request demo ,No,Yes,Swe,9920,Yes,No,No,India,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
1169@customer-leads.com,contact us,Yes,Yes,Swe,2076,Yes,No,No,Denmark,Blog - Redshift - X to Y,Early Exploration,"aurora,s3",redshift,Interested
1170@customer-leads.com,contact us,No,No,Product manager,1549,Yes,No,No,Us,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql",redshift,Not Interested
1171@customer-leads.com,request quote,Yes,Yes,Product manager,471,Yes,No,Yes,China,Blog - Generic,Immediately,"aurora,s3","snowflake,rds,ms_sql",Interested
1172@customer-leads.com,created account ,Yes,Yes,Cto,1413,No,Yes,Yes,Japan,Ads - ETL Tools,In A Month,google_analytics ,redshift,Interested
1173@customer-leads.com,contact us,No,No,Tech lead,8128,No,Yes,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau",redshift,Not Interested
1174@customer-leads.com,request quote,No,No,Tech lead,4371,No,No,Yes,Us,Blog - Generic,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
1175@customer-leads.com,request demo ,Yes,Yes,Business analyst ,4756,Yes,No,No,Germany,Blog - Redshift - X to Y,This Quarter,"aurora,s3",ms_sql,Interested
1176@customer-leads.com,request quote,Yes,No,Business analyst ,1121,Yes,Yes,No,Us,Blog - Generic,In A Month,"mysql,ms_sql",ms_sql,Not Interested
1177@customer-leads.com,request demo ,No,Yes,Tech lead,4396,Yes,No,No,Germany,Ads - ETL Tools,Early Exploration,"aurora,s3","bigquery,s3",May Consider
1178@customer-leads.com,request demo ,Yes,Yes,Product manager,1199,Yes,No,Yes,China,Ads - ETL Tools,This Quarter,"mysql,ms_sql",ms_sql,Interested
1179@customer-leads.com,contact us,Yes,Yes,Cto,1957,Yes,No,No,India,Ads - ETL Tools,This Quarter,"redshift,s3,tableau",redshift,Interested
1180@customer-leads.com,request demo ,No,Yes,Tech lead,6074,Yes,No,No,Denmark,Blog - Generic,Early Exploration,"python,chartio,superset",ms_sql,May Consider
1181@customer-leads.com,contact us,No,Yes,Tech lead,3962,No,Yes,Yes,Japan,Direct - Home,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
1182@customer-leads.com,contact us,No,No,Swe,4358,No,No,No,China,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau",redshift,Not Interested
1183@customer-leads.com,request demo ,No,Yes,Swe,864,Yes,No,No,Japan,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql",ms_sql,May Consider
1184@customer-leads.com,created account ,Yes,No,Cto,5339,Yes,Yes,Yes,Japan,Direct - Home,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
1185@customer-leads.com,created account ,No,Yes,Ceo,3815,No,Yes,Yes,Japan,Blog - Generic,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
1186@customer-leads.com,created account ,No,Yes,Ceo,7659,Yes,No,Yes,China,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau",redshift,May Consider
1187@customer-leads.com,contact us,No,Yes,Cto,3172,No,No,No,Germany,Blog - Redshift - Generic,This Quarter,"aurora,s3","bigquery,s3",May Consider
1188@customer-leads.com,contact us,No,Yes,Ceo,1603,Yes,Yes,Yes,China,Direct - Home,In A Month,"python,chartio,superset","postgres,s3,ms_sql",May Consider
1189@customer-leads.com,request demo ,Yes,No,Swe,3233,Yes,Yes,Yes,China,Direct - Home,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
1190@customer-leads.com,created account ,Yes,Yes,Tech lead,2906,Yes,No,Yes,India,Direct - Home,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
1191@customer-leads.com,request demo ,Yes,Yes,Cto,2215,No,Yes,No,Us,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset",redshift,Interested
1192@customer-leads.com,contact us,No,No,Ceo,2175,Yes,No,No,Us,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset","bigquery,s3",Not Interested
1193@customer-leads.com,request quote,No,No,Tech lead,7541,No,Yes,Yes,India,Blog - Redshift - X to Y,Immediately,google_analytics ,"postgres,s3,ms_sql",Not Interested
1194@customer-leads.com,request quote,No,No,Ceo,6123,Yes,No,No,Japan,Ads - ETL Tools,In A Month,"mysql,ms_sql",ms_sql,Not Interested
1195@customer-leads.com,created account ,Yes,Yes,Cto,6726,No,Yes,No,Germany,Ads - ETL Tools,This Quarter,"redshift,s3,tableau",redshift,Interested
